archive_rank,title,award_date,awwwards_url,requested_url,final_url,studio,redirect_host_changed,http_status,technologies,technology_categories,awwwards_technology_tags,interaction_features,visual_styles,industry_tags,referenced_asset_formats,canvas,webgl,three_d,video,audio,rive,lottie,css_animation,smooth_scroll,service_worker,webassembly,model_3d_asset,mirror_status
3381,I Buongiorno,2017-04-17,https://www.awwwards.com/sites/i-buongiorno,http://www.ibuongiorno.com/en/,https://www.ibuongiorno.com/en/,Adoratorio Studio,False,200,Aruba.it | HTTP/3 | Modernizr,Hosting | JavaScript libraries | Miscellaneous | PaaS,GSAP | Modernizr | Nginx | PixiJS,Animation | Horizontal Layout | Parallax | Sound-Audio,Blue | Clean | Graphic design | White | Yellow,Business & Corporate | Food & Drink | Promotional,css:1 | js:2 | png:4 | svg:1,False,False,False,False,True,False,False,False,False,False,False,False,mirrored
3382,Casamance,2017-04-16,https://www.awwwards.com/sites/casamance,http://www.casamance.com,https://www.casamance.com/fr/,Wokine,False,200,Google Analytics | HSTS | Nginx | OWL Carousel | jQuery,Analytics | JavaScript libraries | Reverse proxies | Security | Web servers,Bootstrap | Debian | Modernizr | WordPress | Yepnope | jQuery,Gallery | Navigation Menu | Parallax,Clean | Minimal | Photographic | White,Architecture | Business & Corporate | Fashion,css:8 | html:42 | ico:2 | jpg:69 | js:1 | png:18 | svg:2 | webp:20,False,False,False,False,False,False,False,False,True,False,False,False,mirrored
3384,Johnson Banks,2017-04-14,https://www.awwwards.com/sites/johnson-banks,http://www.johnsonbanks.co.uk,https://www.johnsonbanks.co.uk/,Johnson Banks,False,200,Google Analytics | Nginx,Analytics | Reverse proxies | Web servers,CSS | Nginx,,Black | Blue | Colorful | Red,Design Agencies,css:1 | js:1 | png:4,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3385,BASIC,2017-04-13,https://www.awwwards.com/sites/basic,https://basicagency.com/,https://www.basicagency.com/,BASIC/DEPT®,False,200,Google Tag Manager | HSTS | Vercel,PaaS | Security | Tag managers,Craft CMS | GSAP | Hammer.JS | Modernizr | Nginx | PHP | jQuery,Animation | Transitions,Black | Clean | Minimal | Silver | White,Design Agencies | Portfolio | Web & Interactive,css:8 | html:1 | ico:1 | jpg:10 | js:11 | mp4:1 | png:12 | svg:5,False,False,False,True,False,False,False,False,True,False,False,False,mirrored
3386,Ivan Aivazovsky,2017-04-12,https://www.awwwards.com/sites/ivan-aivazovsky,http://ivanaivazovsky.life,http://ivanaivazovsky.life,Eugene Lee,False,200,Apache HTTP Server,Web servers,GSAP | Hammer.JS | WebGL,Menu - Horizontal,Art & Illustration | Black | Blue | Clean | Minimal | White,Culture & Education | Web & Interactive,js:1,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
3387,Radioaktive Film,2017-04-11,https://www.awwwards.com/sites/radioaktive-film,http://radioaktivefilm.com/,https://www.radioaktive.film/,Vintage,True,200,Cloudflare | Cloudflare Bot Management | HSTS,CDN | Security,GSAP | Modernizr | Nginx | VideoJS | jQuery | jQuery UI,Animation | Navigation Menu | Responsive Design | Video,Black | Green | Trend | White,Business & Corporate | Design Websites | Film & TV | Promotional,css:1 | js:2 | json:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3388,Cédric Pereira - Portfolio,2017-04-10,https://www.awwwards.com/sites/cedric-pereira-portfolio,https://www.cedricpereira.com,https://www.cedricpereira.com,HETIC,False,200,Apache HTTP Server,Web servers,GSAP | Lodash | React | SVG | Webpack,Animation | Gestures / Interaction,Clean | Pink | White,Other | Portfolio | Promotional | Web & Interactive,jpg:2 | json:1 | png:16,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3390,Chaptr.,2017-04-08,https://www.awwwards.com/sites/chaptr-studio,https://chaptr.studio,https://chaptr.studio,chaptr,False,200,Cloudflare | Google Analytics | Google Tag Manager | HTTP/3 | MySQL | PHP | Site Kit | WordPress | Yoast SEO | jQuery | reCAPTCHA,Analytics | Blogs | CDN | CMS | Databases | JavaScript libraries | Miscellaneous | Programming languages | SEO | Security | Tag managers | WordPress plugins,Nginx | PHP | WordPress | jQuery,Fullscreen,Big Background Images | Black | Flat Design | Graphic design | Minimal | White,Design Agencies | Design Websites | Web & Interactive,css:2 | html:1 | ico:1 | jpg:4 | js:8 | mp4:3 | png:42 | svg:3 | webp:1 | xml:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3392,Mendo,2017-04-06,https://www.awwwards.com/sites/mendo-book-store,http://www.mendo.nl,https://mendo.nl/,Build in Amsterdam,False,200,Bootstrap | Cloudflare | HSTS | HTTP/3 | Klaviyo | Shopify | jQuery,CDN | CMS | Ecommerce | JavaScript libraries | Marketing automation | Miscellaneous | Security | UI frameworks,Bootstrap | GSAP | Modernizr | Nginx | PHP | Varnish | WordPress | jQuery | jQuery UI,Animation | Parallax,Black | Photographic | White,Design Websites | E-Commerce,css:28 | gif:2 | jpg:4 | js:59 | m3u8:1 | mp4:1 | png:21 | svg:3 | woff2:1,False,False,False,True,False,False,False,True,False,False,False,False,mirrored
3394,Les Pedaleurs,2017-04-04,https://www.awwwards.com/sites/les-pedaleurs,http://www.lespedaleurs.com,https://www.lespedaleurs.com/,Studio Meta,False,200,Nginx,Reverse proxies | Web servers,GSAP | Modernizr | Nginx | PixiJS | Webpack,Gestures / Interaction | Storytelling | Unusual Navigation | Video,Black | Experimental | Red,Film & TV | Sports | Web & Interactive,css:1 | ico:1 | jpg:3 | js:4 | json:1 | png:4 | svg:1 | xml:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3395,Reykjavik Fashion Festival,2017-04-03,https://www.awwwards.com/sites/reykjavik-fashion-festival,http://www.rff.is,https://rff.is/,SERIOUS.BUSINESS,False,200,Bricks | HTTP/3 | LiteSpeed | LiteSpeed Cache | Litespeed Cache | MySQL | PHP | WP Rocket | WordPress | jQuery | jQuery Migrate,Blogs | CMS | Caching | Databases | JavaScript libraries | Miscellaneous | Page builders | Programming languages | Web servers | WordPress plugins | WordPress themes,Backbone.js | Express | Modernizr | Nginx | Node.js | Typekit | Underscore.js | jQuery,Parallax | Scrolling | Video,Big Background Images | Black | Clean | Photographic,Fashion,css:3 | js:4 | png:3 | svg:19 | webp:17,False,False,False,True,False,False,False,True,False,False,False,False,mirrored
3397,Big Mamma,2017-04-01,https://www.awwwards.com/sites/big-mamma,http://www.bigmammagroup.com,https://www.bigmammagroup.com/,Jonathan Da Costa,False,200,Cloudflare | Cloudflare Browser Insights | HTTP/3 | Node.js | Nuxt.js | Vue.js | reCAPTCHA,Analytics | CDN | JavaScript frameworks | Miscellaneous | Programming languages | RUM | Security | Static site generator | Web frameworks | Web servers,GSAP | Hammer.JS | Handlebars | Laravel | Modernizr | PHP | jQuery,Animation | Responsive Design,Big Background Images | Green | Illustration | Photographic | Typography | White | Yellow,Food & Drink,css:3 | ico:1 | jpg:38 | js:17 | json:1 | mp4:1 | pdf:1 | png:1 | svg:5 | woff2:3,False,False,False,True,False,False,False,True,True,False,False,False,mirrored
3398,P22 Studio,2017-03-31,https://www.awwwards.com/sites/p22-studio,http://p22.studio/,https://www.p22.studio/,P22,False,200,C3.js | HSTS | Vercel,JavaScript libraries | PaaS | Security,,Animation | Transitions,Black | Clean | Flexible | White,Design Agencies | Design Websites | Mobile & Apps | Portfolio | Web & Interactive,css:2 | jpg:1 | js:21 | mp4:2 | svg:1 | woff2:4,False,False,False,False,False,False,False,True,False,False,False,False,no_html
3400,Héloise Thibodeau Architecte,2017-03-29,https://www.awwwards.com/sites/heloise-thibodeau-architecte,http://htarchitecte.com/en/,https://htarchitecte.com/en/,Phoenix The Creative Studio,False,200,Apache HTTP Server | Cloudflare | MySQL | PHP | WordPress | Yoast SEO | cdnjs,Blogs | CDN | CMS | Databases | Programming languages | SEO | Web servers | WordPress plugins,PHP | WordPress | jQuery | jQuery UI,Gallery | Parallax | Responsive Design,Black | Clean | Red | White,Architecture | Business & Corporate | Design Agencies | Portfolio,css:3 | jpg:282 | js:3 | png:4 | svg:40 | txt:1 | webp:3,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3401,7h34,2017-03-28,https://www.awwwards.com/sites/7h34,http://www.7h34.fr,https://www.7h34.fr/,Poignée de main virile,False,200,Apache HTTP Server | MySQL | PHP | WordPress | Yoast SEO,Blogs | CMS | Databases | Programming languages | SEO | Web servers | WordPress plugins,GSAP | PHP | WordPress | jQuery,Animation | Navigation Menu,Black | Clean | Colorful | Graphic design | Green | White,Design Agencies | Portfolio,css:1 | js:2 | json:1 | png:3 | svg:13,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3402,A World With No Heroes,2017-03-27,https://www.awwwards.com/sites/a-world-with-no-heroes,http://noheroes.ghostrecon.com,https://noheroes.ghostrecon.com/,DDBParis,False,200,Amazon CloudFront | Amazon S3 | Amazon Web Services,CDN | PaaS,GSAP | WebGL | jQuery,3D | Sound-Audio,Experimental | Orange | Red | White,Games & Entertainment | Promotional | Web & Interactive,html:6 | jpg:2 | json:1 | png:3 | svg:1,False,True,True,False,True,False,False,False,False,False,False,False,mirrored
3403,Weber Genesis II,2017-03-26,https://www.awwwards.com/sites/weber-genesis-ii,https://www.weber.com/US/en/genesis-ii,https://www.weber.com/US/en/gas/genesis/,Monks,False,200,Akamai | Bazaarvoice Reviews | Cloudflare | Cloudflare Browser Insights | Google Tag Manager | HSTS | OneTrust | Salesforce | Salesforce Commerce Cloud | jsDelivr,Analytics | CDN | CRM | Cookie compliance | Ecommerce | RUM | Reviews | Security | Tag managers,GSAP | HTML5 | Modernizr | Nginx | RequireJS | WebGL | jQuery,Animation,Black | Red,Design Websites | E-Commerce | Food & Drink | Web & Interactive,css:6 | gif:1 | html:112 | ico:1 | jpg:24 | js:10 | pdf:1 | png:84 | svg:2,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
3404,Erminando Aliaj,2017-03-25,https://www.awwwards.com/sites/erminando-aliaj,http://www.erminandoaliaj.com/,http://www.erminandoaliaj.com/,Adoratorio Studio,False,200,Modernizr | Nginx,JavaScript libraries | Reverse proxies | Web servers,GSAP | Hammer.JS | Lodash | Modernizr,Animation | Responsive,Art & Illustration | Black | Clean | Minimal | Photographic | Silver | White,Culture & Education | Portfolio | Promotional,css:1 | jpg:1 | js:2 | png:3,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3405,This is Bears Ears,2017-03-24,https://www.awwwards.com/sites/this-is-bears-ears,http://bearsears.patagonia.com/,http://bearsears.patagonia.com/,Upperquad,False,200,Google Cloud | Google Cloud Load Balancing | Google Cloud Trace | Google Hosted Libraries | Three.js | jQuery,CDN | IaaS | JavaScript graphics | JavaScript libraries | Load balancers | Performance,Angular | Google App Engine | Three.js | VR | VideoJS | jQuery,Sound-Audio | Video,Black | Brown | Clean | Minimal | Orange,Culture & Education | Sports | Web & Interactive,css:2 | ico:1 | jpg:2 | js:6 | svg:5,False,False,True,True,True,False,False,False,False,False,False,False,mirrored
3407,Shantell Martin,2017-03-22,https://www.awwwards.com/sites/shantell-martin,http://shantellmartin.art,https://shantellmartin.art/,Anton & Irene,False,200,Google Analytics | Google Hosted Libraries | Google Maps | Nginx | jQuery,Analytics | CDN | JavaScript libraries | Maps | Reverse proxies | Web servers,Backbone.js | Nginx | Underscore.js | Velocity.js | Webpack | jQuery,Animation,Art & Illustration | Black | Clean | Graphic design | Minimal | Photographic | White,Portfolio | Promotional | Web & Interactive,css:1 | ico:1 | jpg:3 | js:6 | png:4,True,False,False,False,False,False,False,False,False,False,False,False,mirrored
3408,Confess Your Love 360,2017-03-21,https://www.awwwards.com/sites/confess-your-love-360,http://confessyourlove360.com,https://movies.disney.com/beauty-and-the-beast-2017,"Watson Design Group, Inc.",True,200,Amazon CloudFront | Amazon Web Services | Bootstrap | HTTP/3 | jQuery,CDN | JavaScript libraries | Miscellaneous | PaaS | UI frameworks,GSAP | Nginx | Three.js | WebGL,360 | 3D | Animation,Black | Brown | Yellow,Design Agencies | Design Websites | Promotional | Web & Interactive,css:17 | ico:1 | jpeg:48 | js:11 | png:16 | svg:1 | woff:1,False,True,True,False,False,False,False,False,False,False,False,False,mirrored
3411,Jeweller. Wireless Technology,2017-03-18,https://www.awwwards.com/sites/jeweller-wireless-technology,http://ajax.systems/jeweller,https://ajax.systems/jeweller/,Yuri Lence,False,200,Amazon CloudFront | Amazon Web Services | HSTS,CDN | PaaS | Security,CreateJS | GSAP | Nginx | PHP | Three.js | WebGL | WordPress | jQuery,Responsive,Bright | Clean | Minimal | Typography | White,Technology | Web & Interactive,css:6 | jpg:2 | js:49 | json:1 | png:3 | svg:5,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
3412,AiMEN,2017-03-17,https://www.awwwards.com/sites/aimen,http://www.aimen.io/en/,https://a-one.io/,BETC,True,200,Cloudflare | HSTS | HTTP/3,CDN | Miscellaneous | Security,GSAP | Google Font API | Three.js,Social Integration,Black,Other,,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3413,F37,2017-03-16,https://www.awwwards.com/sites/f37,http://f37foundry.com/,https://f37.com/,F37,True,200,Amazon CloudFront | Amazon Web Services | Google Analytics | HTTP/3 | Next.js | Node.js | React | Webpack,Analytics | CDN | JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Web frameworks,Lodash | React,,Art & Illustration | Bright | Clean | Colorful | Green,Other,css:4 | js:20 | png:2 | svg:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3414,Size Agency Website,2017-03-15,https://www.awwwards.com/sites/size-agency-website,http://www.size.agency,https://studio-size.com,Studio Size,True,200,Cloudflare | Cloudflare Browser Insights | Google Analytics | HTTP/3 | MySQL | PHP | SVG Support | WP Rocket | WordPress | Yoast SEO | imagesLoaded | jQuery | jsDelivr,Analytics | Blogs | CDN | CMS | Caching | Databases | JavaScript libraries | Miscellaneous | Programming languages | RUM | SEO | WordPress plugins,GSAP | Nginx | PHP | jQuery,Transitions,Black | Blue | Clean | Minimal | Typography | White,Design Agencies | Design Websites | Portfolio,css:2 | gif:3 | ico:1 | jpg:59 | js:8 | m3u8:14 | mp4:26 | png:27 | svg:4 | xml:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3415,Future Library 2014 — 2114,2017-03-14,https://www.awwwards.com/sites/future-library-2014-2114,https://www.futurelibrary.no/,https://www.futurelibrary.no/,Hello Monday,False,200,Contentful | Firebase | HSTS | HTTP/3,CMS | Databases | Development | Miscellaneous | Security,Express | GSAP | HTML5 | Modernizr | Nginx | Node.js | Three.js | Varnish,Infinite Scroll,Art & Illustration | Black | Brown | Green,,css:1 | html:1 | ico:1 | jpg:148 | js:4 | mp4:46 | pdf:44 | png:23,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3417,Avocode 2016 Web Design Report,2017-03-12,https://www.awwwards.com/sites/avocode-2016-web-design-report,https://avocode.com/design-report-2016/,https://avocode.com/design-report-2016/,avocodeapp,False,200,Cloudflare,CDN,CSS | Google Font API | HTML5 | Modernizr | Nginx | Node.js | jQuery,Animation | Scrolling,Art & Illustration | Black | Green | White,Design Agencies | Design Websites | Web & Interactive,,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3418,Red Collar's year in review,2017-03-11,https://www.awwwards.com/sites/red-collar-s-year-in-review,http://2016.redcollar.digital/,https://2016.redcollar.digital/,Red Collar,False,200,Nginx | Polyfill,JavaScript libraries | Reverse proxies | Web servers,GSAP | Modernizr | Nginx | Yepnope,Single page | Sound-Audio | Unusual Navigation,Black | Red | Yellow,Design Agencies | Promotional | Web & Interactive,css:1 | js:5 | png:8,True,False,False,False,True,False,False,False,False,False,False,False,mirrored
3419,Wealthsimple.com,2017-03-10,https://www.awwwards.com/sites/wealthsimple-com,https://www.wealthsimple.com/en-us/,https://www.wealthsimple.com/en-ca,kristen.wright,False,200,Cloudflare | Contentful | HSTS,CDN | CMS | Security,Angular | Backbone.js | Ruby | Spin.js | Underscore.js | jQuery,Animation | Navigation Menu,Bright | Green | Yellow,Business & Corporate | Design Websites,css:23 | ico:1 | jpg:1 | js:47 | mp4:11 | png:21 | svg:21 | webm:11 | webp:18 | woff2:4,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
